vocabulary_id,Unnamed: 0,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on,term_lemma
Guai4dU4s,130,Gwats,Short for Guatemalan.,,False,,,eng,Gwat,,,True,False,False,False,False,False,False,1,0,0,2018-11-01 20:34:25,2019-10-23 22:41:36,gwats
DkN6zFFDM,131,Gwat,Short for Guatemalan.,,False,,88.0,eng,,,,True,False,False,False,False,False,False,11,0,0,2013-08-14 16:48:04,2019-10-23 22:41:29,gwat
E37jAAQje,132,gub,"In Australia, Aboriginal pejorative term for white people.",,False,,74.0,eng,,,,False,True,False,False,False,False,False,4,0,0,2013-07-21 21:18:03,2019-10-23 22:29:31,gub
23ZNtZaPe,133,gubs,"In Australia, Aboriginal pejorative term for white people.",,False,,,eng,gub,,,False,True,False,False,False,False,False,33,0,0,2018-11-01 20:34:24,2019-10-23 22:29:18,gubs
Kb4pwoNMZ,134,buffies,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",,False,,,eng,buffie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:50,2019-10-23 22:15:42,buffies
vXuEGajT4,135,pussy,"[1] Pejorative word for female. [2] Pejorative word for male, meaning meek or cowardly.",Cat,False,,50.0,eng,,,,False,False,False,True,False,False,False,18,0,0,2013-07-04 14:14:34,2019-10-23 19:46:24,pussy
bWgz9jJed,136,niggers,A black person.,,True,,100.0,eng,nigger,,,False,True,False,False,False,False,False,1123,148,16,2018-11-01 20:36:17,2019-10-18 17:26:18,nigger
3wfWp8aQB,137,nigger,A black person.,,True,,99.0,eng,,,,False,True,False,False,False,False,False,5223,169,25,2013-04-02 04:00:00,2019-10-18 17:26:03,nigger
mdJWab62y,138,hoser,"In Canada, an unsophisticated person, Back when Hockey was played on frozen ponds and lakes the losers of the hockey game would have to hose the lakes to become clean, smooth ice.  Calling someone a “hoser” is really just calling them a loser.  From the practice of stealing gas with a hose and siphon.",,False,CA,9.0,eng,,,,True,False,False,False,False,False,True,63,29,3,2013-04-06 15:48:43,2019-10-18 17:25:07,hoser
1K4WevTca,139,gorillla,This is a test word used for tracking data provenance. Please disregard.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-09-30 13:01:13,2019-09-30 13:03:49,gorillla
fWBTxFNUo,140,meatball patriots,"An African or Arab who presumes to integrate into Swedish culture by eating Swedish meatballs, or a Swede who believes this represents integration. Used by Swedish nationalists and neo-Nazis to disparage immigration.",,False,SE,72.0,eng,meatball patriot,,,False,True,False,False,False,False,False,0,0,0,2019-08-17 18:05:45,2019-08-17 18:06:08,meatball patriot
tUAzEbPuz,141,meatball patriot,"An African or Arab who presumes to integrate into Swedish culture by eating Swedish meatballs, or a Swede who believes this represents integration. Used by Swedish nationalists and neo-Nazis to disparage immigration.",,False,SE,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-08-17 18:03:10,2019-08-17 18:03:51,meatball patriot
kokvgU4zx,142,feminazis,Concatenation of feminist and Nazi,,False,,,eng,feminazi,,,False,False,False,True,False,False,False,15,6,2,2019-08-01 20:21:16,2019-08-01 20:21:30,feminazis
wvEjWhnhe,143,feminazi,Concatenation of feminist and Nazi,,False,,,eng,,,,False,False,False,True,False,False,False,23,4,1,2019-08-01 20:20:33,2019-08-01 20:20:43,feminazi
NXixHLfkN,144,6 gorillion,A nonsensical number used by Neo-Nazis to claim that the Holocaust was faked.,,False,,88.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-07-31 12:40:24,2019-07-31 14:40:49,6 gorillion
dtJwXKHcB,145,mocks,A Jewish person (first used in the 1930s).,To poke fun at someone,False,,,eng,mock,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:36:00,2019-07-19 19:50:08,mock
ZjKzmYq2m,146,injun,"A Native American, from 'Indian'.",,False,,88.0,eng,,,,False,True,False,False,False,False,False,310,0,0,2013-05-04 15:37:04,2019-07-18 19:04:37,injun
UZTzzwzCJ,147,Anglo Fool,A stupid Anglo-Saxon,,False,,58.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-02-08 19:19:01,2019-06-18 13:47:50,anglo fool
fNF3GRCWN,148,boujees,,,False,,,eng,boujee,,,False,False,False,False,False,False,True,0,0,0,2019-05-25 12:16:06,2019-05-25 12:16:06,boujees
EiYanJyn8,149,boujee,Slang for bourgeois,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-05-25 12:13:45,2019-05-25 12:13:45,boujee
jkedcbraz,150,floppies,,,False,,,eng,floppy,,,False,True,False,False,False,False,False,0,0,0,2019-05-14 16:51:32,2019-05-14 16:51:32,floppy
gcJbMVkVW,151,floppy,"An African.  Etymology is variously attributed to Zimbabwe or South Africa, and may have originated from floppy hats worn by laborers or the action of flopping down dead when shot.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-05-14 01:09:31,2019-05-14 01:09:31,floppy
FZLzRqPbD,152,nigger-rig,To poorly repair or assemble something,,True,,98.0,eng,,,,False,True,False,False,False,False,False,11,3,0,2018-11-01 19:42:27,2019-05-10 18:57:27,nigger - rig
WDZWQCEtL,153,half bred,,,False,,,eng,,half breed,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:11:51,2019-04-12 17:11:51,half breed
UXQj23n9C,154,gookies,,,False,,,eng,gookie,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:06:21,2019-04-12 17:06:21,gookies
evC7urmnF,155,gookie,,,False,,,eng,,gook,,True,True,False,False,False,False,False,0,0,0,2019-04-12 17:05:41,2019-04-12 17:05:41,gookie
VwHrhRGUZ,156,goloids,,,False,,,eng,goloid,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:04:29,2019-04-12 17:04:29,goloids
dGjYptxhd,157,goloid,"Abbreviation of ""mongoloid""",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:03:54,2019-04-12 17:03:54,goloid
wrirPQbk9,158,ginks,,,False,,,eng,gink,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:02:29,2019-04-12 17:02:29,ginks
ByToTroPs,159,gink,"Combination of ""gook"" and ""chink""",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 17:01:57,2019-04-12 17:01:57,gink
pTAsUsQRV,160,gas huffers,,,False,,,eng,gas huffer,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 16:58:40,2019-04-12 16:58:40,gas huffers
n2rWujzuc,161,gas huffer,Alluding to substance abuse issues in the Aboriginal community.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 16:58:05,2019-04-12 16:58:05,gas huffer
odoeqs8Cb,162,featherheads,,,False,,,eng,featherhead,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:27:22,2019-04-12 15:27:22,featherheads
G8LcbzVdo,163,featherhead,"Referring to North American Aboriginals in particular, owing to the use of feather head dresses.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:26:49,2019-04-12 15:26:49,featherhead
NNZFXe7NA,164,border bandito,,,False,,,eng,,border bandits,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:50:52,2019-04-11 20:50:52,border bandito
JWwXZDXxJ,165,boogats,,,False,,,eng,boogat,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:47:28,2019-04-11 20:47:28,boogats
j6b9deGQz,166,boogat,"An equivalent to 'spook', relating to African-Americans.",,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:46:48,2019-04-11 20:46:48,boogat
qptiXqxr9,167,dog eaters,,,False,,,eng,dog eater,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:39:46,2019-04-11 20:39:46,dog eater
VQD4HVJBA,168,dog eater,Conveys the idea that Asians consume dogs as part of their cuisine.,,False,,,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-11 20:39:07,2019-04-11 20:39:07,dog eater
ggKpaAkDW,169,alboes,,,False,,,eng,albo,albos,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:35:25,2019-04-11 20:35:25,alboes
e9rsjiXqN,170,albos,,,False,,,eng,albo,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:34:28,2019-04-11 20:34:28,albos
GUVgpiTXd,171,albo,An Albanian,,False,,,eng,,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:33:45,2019-04-11 20:33:45,albo
ZabTbpGLF,172,jipsi,,,False,,50.0,eng,,gypsy,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:28:32,2019-04-08 14:28:32,jipsi
pAepZnvcQ,173,gypsi,,,False,,,eng,,gypsy,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:27:52,2019-04-08 14:27:52,gypsi
eibckqkoC,174,Chad Thundercocks,,,False,,,eng,Chad Thundercock,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:59:24,2019-03-18 18:59:42,chad thundercocks
XbKGPZoQk,175,Chads,,,False,,,eng,Chad,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:58:22,2019-03-18 18:58:48,chads
4kDJJnKrH,176,Chad Thundercock,,,False,,,eng,,Chad,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:56:41,2019-03-18 18:56:50,chad thundercock
dZNH1NRv6,177,Chad,"General pejorative term for an alpha male, subsequently appropriated by the incel movement",,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:53:23,2019-03-18 18:55:42,chad
us2wzoXkk,178,bimbo,A vacuous woman,,False,,25.0,eng,,,,False,False,False,True,False,False,False,73,24,3,2019-03-18 18:50:03,2019-03-18 18:50:11,bimbo
jtbeyXztd,179,himbo,A vacuous man,,False,,,eng,,,,False,False,False,True,False,False,False,269,72,6,2019-03-18 18:49:16,2019-03-18 18:49:23,himbo
azHDvcnKn,180,machosexual,An excessively masculine person,,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-18 18:46:24,2019-03-18 18:46:32,machosexual
fJs4txNxL,181,gopniks,,,False,,,eng,gopnik,,,False,False,False,False,False,False,True,69,16,3,2019-03-18 18:36:02,2019-03-18 18:36:09,gopniks
dyTjfgaDh,182,skeets,,,False,,,eng,skeet,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:35:26,2019-03-18 18:35:26,skeets
gaJhnezMx,183,skeet,Lower class youth,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:34:35,2019-03-18 18:34:35,skeet
shvUDDiey,184,dresiarz,,,False,,,eng,,dres,,False,False,False,False,False,False,True,1,0,0,2019-03-18 18:30:53,2019-03-18 18:31:09,dresiarz
EEZAjmc1q,185,dres,,,False,,,eng,,,drɛs,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:30:13,2019-03-18 18:30:26,dres
GWjTXNZUM,186,gopnik,,,False,,,eng,,,го́пник,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:10:25,2019-03-18 18:10:25,gopnik
WFzUijXKQ,187,Freḥa,,,False,,,eng,,,פרחה,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:08:15,2019-03-18 18:08:31,freḥa
UnqiwUWyv,188,arsit,,,False,,,eng,,ars,,False,False,False,False,False,False,True,2,2,0,2019-03-18 18:04:48,2019-03-18 18:04:56,arsit
MmAo4cvLs,189,arsim,,,False,,,eng,ars,,,False,False,False,False,False,False,True,11,3,0,2019-03-18 18:03:47,2019-03-18 18:03:56,arsim
kriMMKYyy,190,ars,,,False,,50.0,eng,,,ערס‎ `ars,False,False,False,False,False,False,True,0,0,0,2019-03-18 18:03:05,2019-03-18 18:03:05,ars
kRaUGPivZ,191,Sloane Rangers,,,False,,,eng,Sloane Ranger,,,False,False,False,False,False,False,True,6,0,0,2019-03-18 17:59:38,2019-03-18 17:59:49,sloane rangers
Y3ulapDfm,192,Sloane Ranger,A fashionable upper class person,,False,,,eng,,,,False,False,False,False,False,False,True,34,4,0,2019-03-18 17:59:01,2019-03-18 17:59:11,sloane ranger
JQERv8ibJ,193,Hoorah Henriettas,,,False,,,eng,Hoorah Henrietta,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:57:20,2019-03-18 17:57:28,hoorah henriettas
nKsuXihdr,194,Hoorah Henrietta,,,False,,,eng,,Hooray Henrietta,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:56:41,2019-03-18 17:56:50,hoorah henrietta
VPtQJrsQp,195,Hooray Henriettas,,,False,,,eng,Hooray Henrietta,,,False,False,False,False,False,False,True,4,0,0,2019-03-18 17:55:47,2019-03-18 17:55:55,hooray henriettas
mRfhKaTQj,196,Hooray Henrietta,A boorish upper class person,,False,,,eng,,,,False,False,False,False,False,False,True,8,3,0,2019-03-18 17:55:08,2019-03-18 17:55:16,hooray henrietta
uu8tgcd2z,197,Hoorah Henries,,,False,,,eng,Hoorah Henry,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:53:13,2019-03-18 17:53:20,hoorah henries
JcairmHoU,198,Hoorah Henry,,,False,,,eng,,Hooray Henry,,False,False,False,False,False,False,True,5,1,0,2019-03-18 17:52:30,2019-03-18 17:52:44,hoorah henry
vpoUpAEkE,199,Hooray Henries,,,False,,25.0,eng,Hooray Henry,,,False,False,False,False,False,False,True,13,1,0,2019-03-18 17:51:40,2019-03-18 17:51:53,hooray henries
h9atuijoF,200,Hooray Henry,A boorish upper class person,,False,,25.0,eng,,,,False,False,False,False,False,False,True,52,17,4,2019-03-18 17:50:54,2019-03-18 17:51:04,hooray henry
vsbeKHBpu,201,toffs,,,False,,,eng,toff,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:49:27,2019-03-18 17:49:27,toff
3pkdabuxq,202,toff,A person of aristocratic background who exudes an air of superiority,,False,,,eng,,,,False,False,False,False,False,False,True,0,0,0,2019-03-18 17:49:00,2019-03-18 17:49:00,toff
gQNjvph8r,203,gey,,,False,,75.0,eng,,gay,,False,False,False,False,True,False,False,0,0,0,2019-03-17 18:31:10,2019-03-17 18:31:10,gey
icNsmUpkU,204,yellow cabs,,,False,,,eng,yellow cab,,,True,True,False,True,False,False,False,0,0,0,2019-03-17 17:55:53,2019-03-17 17:56:09,yellow cab
odvntD3ea,205,yellow cab,,,False,,,eng,,,イエローキャブ,True,True,False,True,False,False,False,0,0,0,2019-03-17 17:54:26,2019-03-17 17:54:26,yellow cab
ssz8lLWtc,206,lipstick lesbian,A lesbian with visible femininity,,False,,,eng,,,,False,False,False,False,True,False,False,87,22,3,2019-03-17 17:46:58,2019-03-17 17:47:07,lipstick lesbian
3ykCosrin,207,zhidovka,,,False,,,eng,,yid,,False,True,False,False,False,False,False,0,0,0,2019-03-17 17:42:51,2019-03-17 17:43:07,zhidovka
dyw7QsBzb,208,zhydovka,,,False,,,eng,,yid,,False,True,False,False,False,False,False,1,0,0,2019-03-17 17:42:01,2019-03-17 17:42:10,zhydovka
LWXHVWFPD,209,zhid,,,False,,,eng,,yid,,False,True,False,False,False,False,False,14,2,1,2019-03-17 17:41:00,2019-03-17 17:41:10,zhid
KMQkBaafh,210,zhyd,,,False,,,eng,,yid,,False,True,False,False,False,False,False,3,1,0,2019-03-17 17:38:58,2019-03-17 17:39:08,zhyd
rfjgxDvyX,211,virago,A masculine woman,,False,,,eng,,,,False,False,False,True,False,False,False,5,2,1,2019-03-17 17:34:30,2019-03-17 17:34:40,virago
pYGwFMvRH,212,cock tease,A woman who tempts men,,False,,,eng,,,,False,False,False,True,False,False,False,83,19,4,2019-03-17 17:06:26,2019-03-17 17:06:37,cock tease
eriebugnY,213,Beckies,,,False,,,eng,Becky,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:39:27,2019-03-17 16:39:27,beckies
axtiCRinu,214,Beckys,,,False,,,eng,Becky,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:38:54,2019-03-17 16:38:54,beckys
PbuyeLsgd,215,Becky,A white woman,A common woman's name,False,,,eng,,,,False,False,False,True,False,False,False,0,0,0,2019-03-17 16:38:12,2019-03-17 16:38:12,becky
ndGyZCRqn,216,bull dykes,,,False,,,eng,bull dyke,,,False,False,False,False,True,False,False,267,66,7,2019-03-17 15:04:26,2019-03-17 15:04:34,bull dyke
E6LKcHRUw,217,bull dyke,,,False,,,eng,,dyke,,False,False,False,False,True,False,False,573,107,11,2019-03-17 15:03:31,2019-03-17 15:03:43,bull dyke
TM7JUnRiV,218,lavender mafia,,,False,,,eng,,gay mafia,,False,False,False,False,True,False,False,0,0,0,2019-03-17 15:00:51,2019-03-17 15:02:11,lavender mafia
soQexlvax,219,velvet mafia,,,False,,25.0,eng,,gay mafia,,False,False,False,False,True,False,False,12,10,9,2019-03-17 15:00:05,2019-03-17 15:00:14,velvet mafia
EQJnNXBjY,220,gay mafia,An alleged conspiracy of homosexuals to promote a gay agenda,,False,,,eng,,,,False,False,False,False,True,False,False,70,47,5,2019-03-17 14:58:48,2019-03-17 14:58:57,gay mafia
istxJxyzY,221,Homintern,An alleged conspiracy of homosexuals to promote a gay agenda,,False,,,eng,,,,False,False,False,False,True,False,False,5,1,0,2019-03-17 14:57:23,2019-03-17 14:57:59,homintern
ps1VLHGJU,222,batimen,,,False,BZ,,eng,batiman,,,False,False,False,False,True,False,False,0,0,0,2019-03-17 14:52:26,2019-03-17 14:52:37,batimen
Zqpx34uuy,223,batiman,,,False,BZ,,eng,,batty boy,,False,False,False,False,True,False,False,17,4,0,2019-03-17 14:51:43,2019-03-17 14:51:55,batiman
DmwDfmhEy,224,battymen,,,False,BZ,,eng,battyman,,,False,False,False,False,True,False,False,68,14,2,2019-03-17 14:50:29,2019-03-17 14:50:40,battymen
RfgtBiyV7,225,battyman,,,False,BZ,,eng,,batty boy,,False,False,False,False,True,False,False,202,87,9,2019-03-17 14:49:13,2019-03-17 14:49:31,battyman
HjXaHzvKx,226,chi chi bwoys,,,False,JM,,eng,chi chi bwoy,,,False,False,False,False,True,False,False,0,0,0,2019-03-17 14:47:16,2019-03-17 14:47:52,chi chi bwoys
odcpPiArg,227,chi chi bwoy,,,False,JM,,eng,,chi chi man,,False,False,False,False,True,False,False,18,5,0,2019-03-17 14:46:09,2019-03-17 14:46:21,chi chi bwoy
GUpfxMve8,228,chi chi men,,,False,,,eng,chi chi man,,,False,False,False,False,True,False,False,2,0,0,2019-03-17 14:44:38,2019-03-17 14:45:22,chi chi man
ipabGpGnp,229,chi chi man,Homosexual,,False,,,eng,,,,False,False,False,False,True,False,False,10,3,3,2019-03-17 14:43:13,2019-03-17 14:43:24,chi chi man
nVHW1WCRC,230,batty men,,,False,JM,,eng,batty man,,,False,False,False,False,True,False,False,16,1,0,2019-03-17 14:40:43,2019-03-17 14:40:54,batty man
aabpvxHAi,231,batty man,,,False,JM,,eng,,batty boy,,False,False,False,False,True,False,False,169,58,3,2019-03-17 14:39:50,2019-03-17 14:40:04,batty man
ocPEJhfYN,232,batty bwoys,,,False,JM,,eng,batty bwoy,,,False,False,False,False,True,False,False,20,3,0,2019-03-17 14:38:54,2019-03-17 14:39:05,batty bwoys
rfw4vpVsQ,233,batty bwoy,,,False,JM,,eng,,batty boy,,False,False,False,False,True,False,False,113,29,3,2019-03-17 14:38:04,2019-03-17 14:38:16,batty bwoy
LidEmeroa,234,batty boys,,,False,JM,,eng,batty boy,,,False,False,False,False,True,False,False,136,29,3,2019-03-17 14:37:11,2019-03-17 14:37:22,batty boy
NxEfddMfB,235,batty boy,A gay or effeminate man,One who defies gender or machismo,False,JM,,eng,,,,False,False,False,False,True,False,False,305,70,16,2019-03-17 14:36:09,2019-03-17 14:36:24,batty boy
QsnaAMAfZ,236,papishers,,,False,,,eng,papisher,,,False,False,True,False,False,False,False,0,0,0,2019-03-11 00:26:21,2019-03-11 00:26:21,papishers
GmKWWPRUF,237,papisher,,,False,,,eng,,papist,,False,False,True,False,False,False,False,0,0,0,2019-03-11 00:25:20,2019-03-11 00:25:41,papisher
